pan B73 B97 CML103 CML228 CML247 CML277 CML322 CML333 CML52 CML69 HP301 Il14H Ki11 Ki3 Ky21 M162W M37W Mo18W Ms71 NC350 NC358 Oh43 Oh7B P39 Tx303 Tzi8 median
pan_gene_56433 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 627
pan_gene_56442 NA NA NA NA NA NA NA NA NA NA NA NA NA 309 NA NA NA NA NA NA NA NA NA NA NA NA 309
pan_gene_5646 1650 1650 1650 1650 1650 1650 1650 1650 1650 1650 1650 1650 1650 1650 NA 1650 1650 1650 1650 1650 1650 1650 1650 1650 1650 1650 1650
pan_gene_56466 NA NA NA NA NA NA NA NA NA NA NA NA NA 324 NA NA NA NA NA NA NA NA NA NA NA NA 324
pan_gene_5647 567 567 579 567 579 NA 561 558 579 567 570 567 567 558 567 567 579 567 579 567 561 567 567 567 579 570 567
pan_gene_5648 624 624 615 615 615 615 615 606 615 606 615 603 624 615 NA 603 615 NA 615 615 564 NA 624 NA 615 615 615
pan_gene_5649 1425 1425 1425 1425 1425 NA 1425 1425 1425 NA 1425 1419 1425 1425 1425 NA 1425 1425 1425 NA 1425 1425 NA 1425 1425 1425 1425
pan_gene_565 546 546 546 546 NA 546 546 546 546 546 546 546 546 546 546 546 546 546 NA 546 546 546 546 NA NA 546 546
pan_gene_5650 1380 1380 1380 1380 NA 1380 1380 NA 1380 1380 1380 1380 1380 NA 1398 1380 1380 1380 1380 1380 1380 1398 NA NA 1380 1380 1380
pan_gene_5651 831 831 831 831 831 831 831 831 831 831 831 831 831 831 831 831 831 831 831 831 831 831 831 831 831 831 831
pan_gene_5652 2385 2385 2385 2385 2274 2346 2346 2349 2385 2385 2385 2271 2385 2385 2385 2385 2385 2385 2385 2385 2349 2385 2385 NA 2385 2385 2385
pan_gene_5653 NA 627 NA 627 NA 618 627 627 627 NA NA 627 NA 627 NA 627 NA NA 627 NA 627 NA NA 627 NA NA 627
pan_gene_56531 NA NA NA NA NA NA NA NA NA NA NA NA NA 330 NA NA NA NA NA NA NA NA NA NA NA NA 330
pan_gene_56533 NA NA NA NA NA NA NA NA NA NA NA NA NA 357 NA NA NA NA NA NA NA NA NA NA NA NA 357
pan_gene_5654 NA 2460 NA 2454 2460 NA NA NA NA NA NA 2454 2460 2460 2460 2460 2460 2460 2460 2460 NA 2460 2460 2460 2460 2460 2460
pan_gene_5655 792 792 792 783 792 792 792 792 792 792 792 783 792 792 789 792 792 792 792 792 792 789 792 789 792 792 792
pan_gene_56554 NA 345 NA NA NA NA NA NA NA NA NA NA NA 345 NA NA NA NA NA NA 345 NA NA NA NA NA 345
pan_gene_5656 483 483 483 NA 483 483 483 483 483 483 483 477 483 483 480 483 483 483 483 483 483 480 483 480 483 483 483
pan_gene_56568 NA NA NA NA NA NA NA NA NA NA NA NA NA 408 NA NA NA NA NA NA NA NA NA NA NA NA 408
pan_gene_5657 2661 2661 2661 2661 2661 2661 2661 2661 2661 2661 2661 2661 2661 2661 2661 2661 2661 2661 2661 2661 2661 2661 2661 2661 2661 2661 2661
pan_gene_5658 624 624 624 624 NA 624 624 624 624 624 624 624 624 624 612 NA 624 624 624 624 NA 612 624 612 624 624 624
pan_gene_56589 NA NA NA NA NA NA NA NA NA NA NA NA NA 381 NA NA NA NA NA NA NA NA NA NA NA NA 381
pan_gene_5659 1542 1542 1542 1542 1542 1542 1542 NA 1542 1542 1542 1542 1542 1542 1542 1542 1542 1542 1542 1542 1542 1542 1542 1542 1542 1542 1542
pan_gene_566 270 270 270 270 270 270 276 NA 276 270 270 270 270 270 276 276 270 270 270 270 NA 270 264 270 270 276 270
pan_gene_5660 1251 1251 1251 1251 1251 1251 1251 1251 1251 1251 1251 1251 1251 1251 1251 1251 1251 1251 1251 1251 1251 1251 1251 1251 1251 1251 1251
pan_gene_5661 1497 1497 1497 1497 1497 1497 1497 1497 1497 1497 1497 1497 1497 NA 1497 1497 1497 1497 1497 1497 1497 1497 NA 1497 1497 1497 1497
pan_gene_56611 NA NA NA NA NA NA NA NA NA NA NA NA NA 303 NA NA NA NA NA NA NA NA NA NA NA NA 303
pan_gene_5662 855 759 855 858 759 759 759 759 759 759 855 861 759 759 861 855 855 759 855 759 759 861 855 861 855 759 807
pan_gene_5663 804 804 804 804 804 804 804 804 804 804 804 804 804 804 804 804 804 804 804 804 804 804 804 804 804 804 804
pan_gene_5664 2019 2019 2091 2019 2019 NA 2019 NA 2019 2091 2019 2019 2019 2019 2091 2091 2091 2091 2091 2019 2019 2091 2019 2091 2091 2019 2019
pan_gene_56649 NA NA NA NA NA NA NA NA NA NA NA NA NA 336 NA NA NA NA NA NA NA NA NA NA NA NA 336
pan_gene_5665 594 630 630 636 630 636 630 630 630 NA 630 630 630 636 630 630 630 636 630 630 630 630 630 630 630 636 630
pan_gene_56654 NA NA NA NA NA NA NA NA NA NA NA NA NA 327 NA NA NA NA NA NA NA NA NA NA NA NA 327
pan_gene_56659 NA NA NA NA NA NA NA NA NA NA NA NA NA 279 NA NA NA NA NA NA NA NA NA NA NA NA 279
pan_gene_5666 786 798 786 786 786 795 777 795 777 795 771 789 786 798 771 NA 786 786 792 786 786 NA 786 771 786 771 786
pan_gene_56660 NA NA NA NA NA NA NA NA NA NA NA NA NA 333 NA NA NA NA NA NA NA NA NA NA NA NA 333
pan_gene_56664 NA 513 NA NA NA NA NA NA NA NA NA NA NA 513 NA NA NA NA NA NA NA NA NA NA NA NA 513
pan_gene_56665 NA NA NA NA NA NA NA NA NA NA NA NA NA 1116 NA NA NA NA NA NA NA NA NA NA NA NA 1116
pan_gene_5667 555 NA NA NA NA NA NA NA NA 579 NA 579 NA NA 579 NA NA NA 579 NA NA NA NA 579 NA 579 579
pan_gene_56670 NA NA NA NA NA NA NA NA NA NA NA NA NA 411 NA NA NA NA NA NA NA NA NA NA NA NA 411
pan_gene_5668 2325 2331 NA 2328 NA 2325 2328 2322 2322 2337 2319 2325 NA 2325 NA 2319 2319 2322 2328 2328 NA NA NA 2328 2331 2331 2323.5
pan_gene_56682 NA NA NA NA NA NA NA NA NA NA NA NA NA 390 NA NA NA NA NA NA NA NA NA NA NA NA 390
pan_gene_5669 1059 1059 1065 1065 1059 1059 1065 1059 NA NA 1065 1065 1065 1059 1065 1065 1065 1065 1059 1065 NA 1065 1065 1065 1065 1065 1065
pan_gene_567 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
pan_gene_5670 1311 1275 NA 1311 1311 NA 1311 1311 1386 1278 1311 1347 1311 NA 1311 1311 NA 1311 1281 1344 NA 1311 1311 NA NA NA 1311
pan_gene_5671 777 780 777 NA NA 777 777 777 780 780 780 780 777 NA 777 771 780 780 780 777 777 780 NA 771 777 780 777
pan_gene_56710 NA NA NA NA NA NA NA NA NA NA NA NA NA 441 NA NA NA NA NA NA NA NA NA NA NA NA 441
pan_gene_5672 1107 1107 1107 1107 1107 1107 1107 1107 1005 1107 1107 1107 1107 1107 1107 1002 1107 1107 1107 1107 1107 1107 1107 1104 1107 1107 1107
pan_gene_56724 NA NA NA NA NA NA NA NA NA NA NA NA NA 324 NA NA NA NA NA NA NA NA NA NA NA NA 324
pan_gene_5673 1164 1164 1164 1164 1164 1164 1164 1164 1164 1164 1164 1164 1164 1164 1164 1164 1164 1164 1164 1164 1164 1164 1164 1164 1164 1164 1164
pan_gene_56733 NA NA NA NA NA NA NA NA NA NA NA NA NA 384 NA NA NA NA NA NA NA NA NA NA NA NA 384
pan_gene_56744 NA NA NA NA NA NA NA NA NA NA NA NA NA 318 NA NA NA NA NA NA NA NA NA NA NA NA 318
pan_gene_56746 NA NA NA NA NA NA NA NA NA NA NA NA NA 339 NA NA NA NA NA NA NA NA NA NA NA NA 339
pan_gene_56748 NA NA NA NA NA NA NA NA NA NA NA NA NA 1287 NA NA NA NA NA NA NA NA NA NA NA NA 1287
pan_gene_56754 NA NA 348 NA NA NA NA NA NA NA NA NA NA 348 NA NA NA NA NA NA NA NA NA NA NA NA 348
pan_gene_5676 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
pan_gene_5678 1536 1536 1536 1536 1536 1536 1536 1536 1536 1536 1536 1536 1536 1536 1536 1536 1536 1536 1536 1536 1536 1536 1536 1536 1536 1536 1536
pan_gene_5679 738 738 738 738 738 738 738 738 738 738 738 738 738 738 738 738 738 738 738 738 738 738 738 738 738 738 738
pan_gene_56793 NA NA NA NA NA NA NA NA NA NA NA NA NA 375 NA NA NA NA NA NA NA NA NA NA NA NA 375
pan_gene_56798 NA NA NA NA NA NA NA NA NA NA NA NA NA 189 NA NA NA NA NA NA NA NA NA NA NA NA 189
pan_gene_568 567 567 567 567 567 570 567 567 570 NA 570 567 567 570 567 567 567 567 567 567 567 567 567 567 567 567 567
pan_gene_5680 342 342 318 342 342 342 342 342 342 342 342 342 342 318 342 342 342 342 342 342 342 342 318 342 342 342 342
pan_gene_5681 2310 2310 2310 2310 2310 2106 2310 2310 2310 2310 2310 2310 2310 2310 2310 2310 2310 2310 2310 2310 2310 2310 2310 2310 2310 2310 2310
pan_gene_56811 NA NA NA NA NA NA NA NA NA NA NA NA NA 336 NA NA NA NA NA NA NA NA NA NA NA NA 336
pan_gene_5682 1743 1743 1743 1743 1743 1743 1743 1743 1743 1743 1743 1743 1743 1743 1743 1743 1743 1743 1743 1743 1743 1743 1743 1743 1743 1743 1743
pan_gene_56823 NA NA NA NA NA NA NA NA NA NA NA NA NA 336 NA NA NA NA NA NA NA NA NA NA NA NA 336
pan_gene_5683 1374 1374 1479 1374 1374 1479 1374 1479 1479 1374 1479 1374 1479 1374 1479 1374 1479 1374 1479 1479 1374 1479 1479 1374 1374 1479 1426.5
pan_gene_5684 882 888 891 894 876 879 891 882 891 882 882 882 888 885 891 876 882 882 888 882 894 882 891 891 891 882 883.5
pan_gene_5685 NA 543 546 NA NA NA 540 NA NA NA NA 543 NA NA NA NA NA NA 531 NA NA 540 NA NA 540 NA 540
pan_gene_5686 1263 1263 1263 1263 1263 1263 1263 1263 1263 1263 1263 1263 1263 1263 1263 1263 1263 1263 1263 1263 1263 1263 1263 1263 1263 1263 1263
pan_gene_56864 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
pan_gene_56866 NA NA NA NA NA NA NA NA NA NA NA NA NA 336 NA NA NA NA NA NA NA NA NA NA NA NA 336
pan_gene_56867 NA NA NA NA NA NA NA NA NA NA NA NA NA 381 NA NA NA NA NA NA NA NA NA NA NA NA 381
pan_gene_5687 1032 1032 1032 1032 1032 1032 1032 1032 1032 1032 1032 1029 1032 1032 1032 1032 1032 1032 1032 1032 1032 1032 1032 1029 1032 1032 1032
pan_gene_5688 765 765 765 765 768 768 768 768 765 765 765 795 765 774 765 765 768 771 765 765 765 765 765 768 765 768 765
pan_gene_5689 2013 NA 2013 2013 2016 2013 2013 2013 NA 2016 2013 2016 2013 2013 NA 2013 2013 2013 2016 2022 2013 2016 NA 2013 2013 2013 2013
pan_gene_569 NA 330 330 330 330 330 327 NA 330 NA 330 NA 327 327 330 330 330 330 330 330 330 330 330 330 327 330 330
pan_gene_5690 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
pan_gene_5691 NA 1962 1962 1962 1962 1962 1962 1962 1962 1962 1962 1962 1962 1962 NA 1962 NA 1962 1962 1962 1962 1962 1962 1962 1962 NA 1962
pan_gene_5692 1626 1629 1629 1629 1629 1629 1629 1626 1629 1629 1626 1626 1629 1515 NA NA NA 1626 NA 1626 1629 1629 1629 1626 1629 NA 1629
pan_gene_5693 714 714 714 714 714 714 714 714 714 714 714 714 714 714 714 714 714 NA 714 714 714 714 714 714 714 714 714
pan_gene_56933 NA NA NA NA NA NA NA NA NA NA NA NA NA 357 NA NA NA NA NA NA NA NA NA NA NA NA 357
pan_gene_56934 NA NA NA NA NA NA NA NA NA NA NA NA NA 405 NA NA NA NA NA NA NA NA NA NA NA NA 405
pan_gene_56956 NA NA NA NA NA NA NA NA NA NA NA NA NA 309 NA NA NA NA NA NA NA NA NA NA NA NA 309
pan_gene_56971 NA NA NA NA NA NA NA NA NA NA NA NA NA 354 NA NA NA NA NA NA NA NA NA NA NA NA 354
pan_gene_5698 600 618 600 618 618 600 618 618 618 618 618 618 618 624 618 600 618 618 600 618 600 618 600 618 600 624 618
pan_gene_56981 NA NA NA NA NA NA NA NA NA NA NA NA NA 306 NA NA NA NA NA NA NA NA NA NA NA NA 306
pan_gene_5699 879 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 879
pan_gene_57 840 840 840 NA 834 837 840 843 840 840 843 840 840 840 843 840 840 843 843 909 843 840 840 837 840 840 840
pan_gene_570 1650 1650 1650 1650 NA 1650 NA 1650 1650 1650 1650 1650 1650 1650 1650 1506 1650 1650 1650 1650 1650 1650 NA NA NA 1650 1650
pan_gene_5700 615 615 615 615 615 615 615 615 615 NA 615 615 615 615 615 615 615 615 615 615 615 615 615 615 615 615 615
pan_gene_5701 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
pan_gene_5702 390 390 390 411 390 NA 390 390 390 390 390 411 390 411 390 411 390 NA NA 411 390 411 390 390 390 390 390
pan_gene_5703 1029 1029 1029 NA NA 1029 1029 1029 1029 1029 1029 1029 1029 1029 1029 1029 1029 1029 1029 1029 1029 1029 1029 1029 1029 1029 1029
pan_gene_57045 NA NA NA NA NA NA NA NA NA NA NA NA NA 354 NA NA NA NA NA NA NA NA NA NA NA NA 354
pan_gene_57047 NA NA NA NA NA NA NA NA NA NA NA NA NA 399 NA NA NA NA NA NA NA NA NA NA NA NA 399
pan_gene_5705 2310 2310 2298 2298 2298 2298 2310 2310 2310 2298 2298 2310 2310 2298 2310 2292 2310 2310 2298 2298 2298 2298 2298 2298 2310 2298 2298
pan_gene_5706 549 549 549 549 549 549 549 549 549 549 549 549 549 549 549 549 549 549 549 549 549 549 549 549 549 549 549
pan_gene_57067 NA NA NA NA NA NA NA NA NA NA NA NA NA 1161 NA NA NA NA NA NA NA NA NA NA NA NA 1161
pan_gene_57073 NA NA NA NA NA NA NA NA NA NA NA NA NA 219 NA NA NA NA NA NA NA NA NA NA NA NA 219
pan_gene_5708 786 786 783 783 783 786 783 786 783 NA 786 786 786 786 786 786 786 786 786 783 786 783 783 783 786 783 786
pan_gene_57083 NA NA NA NA NA NA NA NA NA NA NA NA NA 300 NA NA NA NA NA NA NA NA NA NA NA NA 300
pan_gene_57092 NA NA NA NA NA NA NA NA NA NA NA NA NA 324 NA NA NA NA NA NA NA NA NA NA NA NA 324
pan_gene_571 NA 1227 1227 1227 1227 1227 1194 1227 1227 1227 1227 1227 1227 1227 1227 1227 1227 1227 1227 1227 1227 1227 1224 1227 1227 1227 1227
pan_gene_5710 1104 1014 1026 1026 1026 1014 1026 1014 1026 1026 1014 1014 1014 1026 1014 1014 1014 1026 1014 1026 1014 1026 1026 1026 1014 1026 1026
pan_gene_5711 978 978 978 NA NA NA NA 978 NA NA 978 NA NA 978 978 924 NA 978 978 978 NA 978 978 978 978 978 978
pan_gene_5712 825 819 819 825 819 819 825 819 819 819 825 819 819 825 NA 819 819 819 819 NA 819 819 819 819 819 825 819
pan_gene_57129 NA NA NA NA NA NA NA NA NA NA NA NA NA 375 NA NA NA NA NA NA NA NA NA NA NA NA 375
pan_gene_5715 1602 1602 1602 1602 1602 1602 1602 1602 1602 1602 1602 1602 1602 1602 1602 1602 1602 1602 1599 1602 1602 1602 1602 1602 1602 1602 1602
pan_gene_5716 2358 2355 2364 2355 2358 2358 2370 2355 2355 2358 2358 2364 2355 2364 2355 2364 2355 2358 2364 2364 2358 2355 2358 2358 2358 2358 2358
pan_gene_57162 NA NA NA NA NA NA NA NA NA NA NA NA NA 285 NA NA NA NA NA NA NA NA NA NA NA NA 285
pan_gene_5717 1359 1353 1359 1359 1347 1362 1362 1350 1353 1359 1359 NA 1356 1365 1359 1359 1359 1356 1362 1365 1365 1365 1359 NA 1359 1362 1359
pan_gene_5718 486 486 486 486 486 486 486 486 486 486 486 486 486 486 486 486 486 486 486 486 486 486 486 NA 486 486 486
pan_gene_57180 NA NA NA NA NA NA NA NA NA NA NA NA NA 366 NA NA NA NA NA NA NA NA NA NA NA NA 366
pan_gene_5719 1875 1869 1869 1713 1872 1863 1869 1872 1881 NA 1875 1872 1875 1884 1884 1875 1881 1872 1881 1881 1884 1872 1884 1872 1875 1872 1873.5
pan_gene_57194 NA NA NA NA NA NA NA NA NA NA NA NA NA 249 NA NA NA NA NA NA NA NA NA NA NA NA 249
pan_gene_572 1842 1842 1842 1842 1842 1842 1842 1824 1842 1842 1827 1827 1842 1842 1842 1842 NA 1824 1842 1842 1842 NA 1827 1827 1842 1824 1842
pan_gene_5721 2421 2424 NA 2421 2424 2421 2358 2421 2421 2517 2421 2349 2352 2421 2421 2349 2421 2421 2424 2352 2349 2349 2349 2421 2421 2349 2421
pan_gene_57219 NA NA NA NA NA NA NA NA NA NA NA NA NA 378 NA NA NA NA NA NA NA NA NA NA NA NA 378
pan_gene_5722 375 375 375 375 375 375 375 375 375 375 375 375 375 375 375 375 375 375 375 375 375 375 375 375 375 375 375
pan_gene_5723 927 927 927 927 927 927 927 849 927 927 927 927 927 927 927 927 927 927 927 927 927 927 927 927 927 927 927
pan_gene_57242 NA NA NA NA NA NA NA NA NA NA NA NA NA 222 NA NA NA NA NA NA NA NA NA NA 216 NA 219
pan_gene_5725 3087 NA 3171 3171 NA NA NA 3171 3171 3171 NA 3171 3171 3171 NA NA NA NA 3171 3171 3171 NA 3171 3171 NA 3171 3171
pan_gene_57254 NA NA NA NA NA NA NA NA NA NA NA NA NA 594 NA NA NA NA NA NA NA NA NA NA NA NA 594
pan_gene_57255 NA NA NA NA NA NA NA NA NA NA NA NA NA NA 2172 NA 2106 NA NA NA NA NA 2157 NA 2106 NA 2106
pan_gene_57257 NA NA NA NA NA NA NA NA NA NA NA NA NA 309 NA NA NA NA NA NA NA NA NA NA NA NA 309
pan_gene_57258 NA NA NA NA NA NA NA NA NA NA NA NA NA 294 NA NA NA NA NA NA NA NA NA NA NA NA 294
pan_gene_5726 390 390 396 390 390 390 390 390 390 390 396 390 390 396 396 390 396 390 390 390 396 396 390 390 390 390 390
pan_gene_5727 NA NA NA 1224 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1224 NA NA 1224
pan_gene_5728 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088 2088
pan_gene_5729 1230 1230 1230 1230 1230 1230 1230 1230 1230 NA 1230 1230 1230 1230 1230 1230 1230 1230 1230 1230 1230 1230 1230 1230 1230 1230 1230
pan_gene_5731 645 645 645 645 645 645 645 645 645 645 645 645 645 645 645 645 645 645 645 645 645 645 645 NA 645 645 645
pan_gene_57312 NA NA NA NA NA NA NA NA NA NA NA NA NA 327 NA NA NA NA NA NA NA NA NA NA NA NA 327
pan_gene_57313 NA NA NA NA NA NA NA NA NA NA NA NA NA 354 NA NA NA NA NA NA NA NA NA NA NA NA 354
pan_gene_5732 960 NA 960 NA 960 NA 960 NA 960 NA 960 960 960 NA NA 960 960 NA NA NA 960 960 NA NA 960 NA 960
pan_gene_5733 NA 354 354 354 354 354 354 354 354 354 354 345 NA 354 345 354 354 354 354 354 354 NA 354 354 NA 354 354
pan_gene_57332 NA NA NA NA NA NA NA NA NA NA NA NA NA 504 NA NA NA NA NA NA NA NA NA NA NA NA 504
pan_gene_5734 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
pan_gene_5735 645 645 645 645 645 645 645 645 645 645 645 645 645 645 645 645 645 645 645 645 645 645 645 645 645 645 645
pan_gene_57358 NA NA NA NA NA NA NA NA NA NA NA NA NA 339 NA NA NA NA NA NA NA NA NA NA NA NA 339
pan_gene_5736 NA 627 NA 627 627 NA NA NA 627 627 627 627 627 627 NA 627 NA 627 627 NA NA 627 627 627 NA NA 627
pan_gene_5737 861 861 861 819 861 861 861 861 861 861 861 861 861 834 NA 861 861 NA 888 852 861 861 834 861 861 861 861
pan_gene_5738 1323 1317 1323 1326 1317 1317 1326 1320 1320 1320 1320 1320 1320 1317 1320 1317 1320 1320 1320 1320 1323 1323 1320 1320 1323 1326 1320
pan_gene_5739 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
pan_gene_5740 1275 1275 1275 1275 1275 1275 1275 1275 1275 1275 1275 1275 1275 1275 1275 1275 1275 1275 1275 1275 1275 1275 1275 1275 1275 1275 1275
pan_gene_57408 NA NA NA NA NA NA NA NA NA NA NA NA NA 330 NA NA NA NA NA NA NA NA NA NA NA NA 330
pan_gene_5741 2049 2049 2049 2049 2049 2049 2049 2049 2049 2049 2049 2049 2049 NA 2049 2049 2049 2049 2049 2049 2049 2049 2049 2049 2049 2049 2049
pan_gene_5742 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 1005 NA NA NA NA 1005
pan_gene_5743 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 546 NA NA NA NA NA NA NA NA NA NA 546
pan_gene_57431 NA NA NA NA NA NA NA NA NA NA NA NA NA 420 NA NA NA NA NA NA NA NA NA NA NA NA 420
pan_gene_57434 NA NA NA NA NA NA NA NA NA NA NA NA NA 438 NA NA NA NA NA NA NA NA NA NA NA NA 438
pan_gene_5745 609 609 609 NA 609 609 609 609 609 609 609 609 609 NA NA 609 609 609 609 609 609 609 NA 609 NA NA 609
pan_gene_5746 345 NA NA NA NA NA NA NA NA NA 360 360 NA NA NA NA 360 345 360 NA NA NA 360 NA NA NA 360
pan_gene_5747 1434 1434 1434 1434 1434 1434 1434 1434 1434 1434 1434 1434 1434 1434 1434 1434 1434 1425 1434 1434 1434 1434 1434 1434 1434 1434 1434
pan_gene_57473 NA NA NA NA NA NA NA NA NA NA NA NA NA 462 NA NA NA NA NA NA NA NA NA NA NA NA 462
pan_gene_57478 NA NA NA NA NA NA NA NA NA NA NA NA NA 567 NA NA NA NA NA NA NA NA NA NA NA NA 567
pan_gene_5748 NA 552 NA NA NA NA NA NA NA NA NA NA 534 NA 483 NA NA NA NA NA NA 558 NA NA NA NA 534
pan_gene_5749 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 543 NA NA NA NA NA NA 543
pan_gene_57490 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
pan_gene_575 4473 4482 4482 4482 4482 4482 4482 4476 4479 4488 4473 4482 4482 4482 4482 4482 4482 4482 4482 4479 4482 4479 4482 4482 4482 4476 4482
pan_gene_5750 1857 1857 1857 NA 1857 1857 1857 1857 1851 1857 1857 1857 1857 1857 1854 1857 1857 NA 1857 1857 1857 1857 1857 1857 1857 1857 1857
pan_gene_5751 1356 1356 1356 1356 1356 1356 1356 1356 1356 1356 1356 1356 1356 1356 1356 1356 1356 1356 1356 1356 1356 1356 1356 1356 1356 1356 1356
pan_gene_5753 NA 672 672 672 672 672 NA 672 672 672 678 672 672 672 672 672 672 NA NA 684 684 672 672 NA NA 672 672
pan_gene_5754 1542 1542 1542 1542 NA 1542 NA 1542 1542 NA 1542 1542 1542 1542 1542 1542 1542 NA 1542 1542 1542 1542 1542 1542 1542 NA 1542
pan_gene_5755 369 369 NA NA 369 369 NA 342 369 NA NA NA 369 NA NA 369 NA NA NA 369 NA 345 369 NA NA NA 369
pan_gene_57550 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 234
pan_gene_57551 NA NA NA NA NA NA NA NA NA NA NA NA NA 891 NA NA NA NA NA NA NA NA NA NA NA NA 891
pan_gene_57553 NA NA NA NA NA NA NA NA NA NA NA NA NA 312 NA NA NA NA NA NA NA NA NA NA NA NA 312
pan_gene_5756 NA NA NA NA NA 426 426 NA 426 NA NA NA 426 NA 426 NA 426 426 NA NA 426 NA 426 NA NA NA 426
pan_gene_5757 5682 5679 5679 5715 5709 5706 5682 5682 5682 5682 5682 5682 5679 5679 5679 5679 5679 5682 5682 5709 5679 5682 5682 NA 5679 5709 5682
pan_gene_5758 963 966 963 963 963 963 963 963 963 963 963 966 963 963 966 966 963 963 963 963 963 963 NA 966 966 966 963
pan_gene_57582 NA NA NA NA NA NA NA NA NA NA NA NA NA 330 NA NA NA NA NA NA NA NA NA NA NA NA 330
pan_gene_57588 NA NA NA NA NA NA NA NA NA NA NA NA NA 399 NA NA NA NA NA NA 486 NA NA NA NA NA 442.5
pan_gene_576 978 888 888 888 888 888 921 NA NA NA 957 888 921 921 954 954 954 927 957 921 921 888 864 921 888 957 921
pan_gene_5760 2676 2676 2676 2676 2676 2676 2676 2676 2676 2676 2676 2676 2676 2676 2676 2676 2676 2676 2676 2676 2676 2676 2676 2676 2676 2673 2676
pan_gene_57629 NA NA NA NA NA NA NA NA NA NA NA NA NA 324 NA NA NA NA NA NA NA NA NA NA NA NA 324
pan_gene_5763 2157 2331 2331 2331 2331 2331 2331 2331 2331 2331 2331 2334 2331 2331 2331 2331 2331 2331 2331 2331 2331 2331 2334 2334 2334 2331 2331
pan_gene_5764 3117 3114 NA 3117 3117 NA NA NA 3117 3117 NA 3114 3120 3078 3114 3114 3114 3114 3117 3114 3117 3114 3114 3114 3114 3120 3114
pan_gene_57647 NA NA NA NA NA NA NA NA NA NA NA NA 573 NA NA NA NA NA NA NA NA NA NA NA NA NA 573
pan_gene_5765 4056 4101 NA NA NA NA NA NA 4107 3855 4101 4101 4056 4107 4092 NA 4101 NA NA 4041 4050 4095 NA 4101 3753 4107 4074
pan_gene_57658 NA NA NA 432 NA NA NA NA NA NA NA NA 432 432 NA NA NA NA NA NA NA NA NA NA NA NA 432
pan_gene_5766 1035 1035 1035 1035 1035 1035 1035 1035 1035 1035 1035 1035 1035 NA 1035 1035 1035 1035 1035 1035 1035 1035 1035 1035 1035 1035 1035
pan_gene_5767 NA NA 741 741 NA NA 741 NA 741 741 741 NA 741 741 NA NA NA 741 741 741 741 NA NA 741 NA 741 741
pan_gene_57681 NA NA NA NA NA NA 519 NA NA NA NA NA 519 NA NA NA NA NA NA NA NA NA NA NA NA NA 519
pan_gene_57682 NA NA NA NA NA NA NA NA NA NA NA NA 312 NA NA NA NA NA NA NA NA NA NA NA NA NA 312
pan_gene_5769 2016 2016 2016 2016 NA NA 2016 NA 2016 2016 2016 NA 2016 2016 NA NA NA 2016 2016 2016 2016 NA NA 2016 NA 2016 2016
pan_gene_57693 NA NA NA 312 NA NA NA NA NA NA NA NA 312 NA NA NA NA NA NA NA NA NA NA NA NA NA 312
pan_gene_57694 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 501
pan_gene_577 324 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 324 324
pan_gene_5770 1872 1872 1872 1872 1872 1872 1872 1872 1872 1872 1872 1872 1872 NA 1872 1872 1872 1872 1872 1872 1872 1872 1872 1872 1872 1872 1872
pan_gene_5771 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446 1446
pan_gene_5772 NA 1227 1227 1227 NA 1227 1227 1227 1227 1227 1227 1227 1227 1227 1170 NA NA 1227 1227 1227 1227 1227 1227 1227 1227 1227 1227
