"pan","B73","B97","CML103","CML228","CML247","CML277","CML322","CML333","CML52","CML69","HP301","Il14H","Ki11","Ki3","Ky21","M162W","M37W","Mo18W","Ms71","NC350","NC358","Oh43","Oh7B","P39","Tx303","Tzi8","median"
"pan_gene_9080",612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612
"pan_gene_90804",NA,363,NA,363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,NA,NA,NA,NA,363
"pan_gene_9081",870,855,870,867,861,870,870,870,870,870,855,855,861,861,861,864,855,870,870,870,861,864,855,861,873,864,864
"pan_gene_9082",510,507,498,498,504,504,498,501,498,498,504,519,498,498,519,501,516,498,498,510,513,498,507,519,498,513,502.5
"pan_gene_9083",3156,3231,3210,NA,NA,3150,3231,3231,3228,2757,3228,3231,3225,3225,3231,3228,3231,3159,3231,3231,3228,3234,3231,3231,3231,3231,3231
"pan_gene_9084",1494,1497,1494,1482,1497,1494,1503,1488,1494,1491,1497,1494,1494,1494,1503,1482,1503,1482,1497,1497,1494,1494,1494,1494,1494,1491,1494
"pan_gene_9085",NA,363,363,363,363,234,363,363,363,363,NA,363,363,363,363,NA,363,363,NA,NA,363,372,363,363,363,363,363
"pan_gene_9086",1752,1749,1752,1749,1752,NA,1752,1752,NA,NA,1752,1749,1749,1749,1752,1749,1749,1749,1752,1749,NA,1749,1749,1749,1752,1758,1749
"pan_gene_90866",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,489,NA,NA,NA,NA,489
"pan_gene_90867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,810,NA,NA,NA,NA,810
"pan_gene_9087",369,348,285,375,411,360,369,348,360,NA,360,342,363,342,360,378,NA,534,348,348,348,NA,348,363,381,348,360
"pan_gene_9088",1326,1326,1326,1326,1326,1326,1326,1326,1326,1008,1326,1329,1326,1326,1329,1326,1326,1329,1326,1326,1326,1326,1326,1329,1326,1326,1326
"pan_gene_90880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423,NA,NA,NA,NA,423
"pan_gene_9089",1593,1596,1593,1593,1593,1593,1593,1593,1593,1368,1584,1581,1581,1581,1593,1593,1578,1587,1584,1596,1581,1596,1587,1581,1590,1593,1593
"pan_gene_909",1389,1365,1389,NA,1377,1365,1377,1377,1359,1371,1359,1359,1377,1377,1371,1383,1377,1377,1365,1383,1383,1359,1359,1359,1383,1377,1377
"pan_gene_9090",360,NA,336,360,360,360,360,360,360,360,336,360,360,204,360,336,360,336,336,360,NA,NA,321,360,360,360,360
"pan_gene_9091",210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312,312,NA,NA,NA,NA,NA,207,NA,564,NA,207,312,NA,NA,312
"pan_gene_90915",1623,NA,NA,2085,825,825,NA,1848,1302,1848,1848,825,1848,1848,1545,1848,1848,1848,1512,825,1848,NA,1848,NA,1623,816,1848
"pan_gene_9092",249,NA,249,NA,NA,NA,NA,NA,NA,NA,249,288,NA,NA,NA,405,NA,NA,249,NA,NA,NA,249,288,NA,NA,249
"pan_gene_90920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,363,NA,NA,NA,NA,363
"pan_gene_9093",2226,2640,2640,2640,2640,2640,2640,2640,2640,2640,2637,2640,2640,2640,2640,2637,2640,2640,2637,2640,2640,2640,2637,2640,2640,2640,2640
"pan_gene_9094",1677,1080,1674,1677,1677,1674,1521,1674,1674,1674,870,1677,1674,1674,1554,1674,1674,1557,1677,1674,1677,1674,1674,1674,1674,1674,1674
"pan_gene_90945",NA,NA,NA,NA,NA,NA,336,NA,NA,336,NA,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,NA,336,NA,NA,336
"pan_gene_9095",1338,1338,858,1338,1338,1338,1338,1338,1338,1032,1338,1410,1338,858,858,858,1338,1338,858,786,1338,1338,858,1410,1338,1338,1338
"pan_gene_90952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,NA,NA,NA,306,NA,306,NA,NA,306
"pan_gene_9096",1248,1248,1248,1248,1245,1248,1248,1245,1245,612,1251,1248,1248,1248,1245,1245,1248,1248,1251,1245,1248,1248,1248,1248,1248,1245,1248
"pan_gene_90968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,NA,NA,NA,NA,NA,186,NA,NA,NA,225,NA,NA,NA,NA,186
"pan_gene_9097",804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804,804
"pan_gene_9098",1389,1395,1383,1404,1398,1383,1386,1386,1383,1398,1389,1389,1398,1398,1404,1389,1395,1389,1389,1404,1398,1395,1389,1389,1395,1395,1392
"pan_gene_9099",1044,1044,1044,1044,1044,1044,882,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044,1044
"pan_gene_90990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,489,NA,NA,NA,NA,489
"pan_gene_90999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,NA,NA,NA,NA,450
"pan_gene_91",714,714,714,714,714,681,714,714,714,714,714,714,714,714,714,NA,714,714,591,714,714,660,714,714,714,714,714
"pan_gene_910",2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835,2835
"pan_gene_9100",1197,1158,1134,1134,1134,1134,1134,1134,1134,1134,1197,1134,1158,1158,1134,1158,1134,1134,1134,1134,1134,1158,1134,1134,1158,1134,1134
"pan_gene_91006",NA,513,513,NA,NA,NA,NA,513,NA,486,NA,513,NA,513,NA,NA,NA,NA,NA,NA,NA,513,NA,NA,NA,NA,513
"pan_gene_91019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,NA,NA,NA,NA,213
"pan_gene_91021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384,NA,NA,NA,NA,384
"pan_gene_9103",774,1005,NA,NA,999,NA,1011,NA,1008,717,NA,1005,NA,NA,1011,NA,999,999,1005,NA,999,1005,999,1011,1011,NA,1005
"pan_gene_91030",NA,339,423,NA,NA,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339,NA,423,NA,NA,339
"pan_gene_91048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327,324,NA,NA,NA,324,NA,NA,327,327,NA,NA,342,NA,327
"pan_gene_9105",1113,1119,1104,1104,1116,1104,1104,1113,1104,1110,1104,1104,1113,1104,666,1104,1110,1110,1119,1104,1104,1119,1113,1104,1104,1107,1104
"pan_gene_9107",762,744,744,744,753,753,753,753,744,753,744,750,750,750,750,744,744,753,744,744,747,744,744,753,744,744,745.5
"pan_gene_9108",879,879,879,879,879,852,879,879,879,879,879,879,879,879,879,879,879,879,879,879,879,879,879,879,879,879,879
"pan_gene_91089",219,810,NA,NA,NA,NA,303,549,NA,NA,NA,NA,NA,NA,NA,NA,606,549,NA,NA,NA,420,NA,NA,303,NA,484.5
"pan_gene_9109",1587,1578,1137,1614,1578,1623,1623,1587,1623,1134,1098,1578,1581,1623,1605,1581,1614,1614,1578,1614,1623,1578,1614,1578,1605,1623,1596
"pan_gene_91090",NA,NA,NA,NA,477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,477,NA,NA,NA,NA,477
"pan_gene_911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pan_gene_91121",NA,NA,216,NA,NA,NA,NA,NA,NA,NA,522,600,NA,NA,NA,NA,NA,501,NA,NA,NA,255,NA,NA,NA,NA,501
"pan_gene_91136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354,NA,NA,NA,NA,354
"pan_gene_9115",1518,1518,1518,1518,1518,1518,1518,1518,1518,1518,1518,1518,1518,1518,1518,1518,1518,1518,1518,1518,1518,1518,1518,1518,1518,1518,1518
"pan_gene_91154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567,NA,NA,NA,NA,567
"pan_gene_91155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,300
"pan_gene_91158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339,NA,NA,NA,NA,339
"pan_gene_9116",1296,1320,1314,1494,1296,1314,1296,1323,1299,1320,1323,1488,1299,1296,1323,1317,1296,1314,1320,1320,1296,1320,1296,1476,1296,1296,1314
"pan_gene_91162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,384,NA,NA,NA,NA,450,NA,NA,NA,450,NA,NA,NA,NA,450
"pan_gene_9117",1446,900,1443,1446,1443,1443,1437,1407,1443,1428,1407,1428,1440,1443,1452,1440,1440,1446,1428,1470,1428,1452,1440,1428,1446,1440,1440
"pan_gene_9118",1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1509,1509,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1509,1512,1512,1512
"pan_gene_9119",696,960,828,690,897,690,690,690,756,834,690,690,828,690,696,684,756,690,690,690,828,831,759,690,828,756,696
"pan_gene_912",1035,1035,1035,1035,1035,1035,1035,1035,1035,870,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035,1035
"pan_gene_9120",NA,NA,NA,NA,NA,NA,NA,NA,NA,987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,978,NA,NA,NA,982.5
"pan_gene_91206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,NA,NA,NA,NA,336
"pan_gene_91214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453,NA,NA,NA,NA,453
"pan_gene_9122",1911,1911,1911,1911,1911,1911,1911,1911,1911,1911,1911,1911,1911,1911,1911,1911,1911,1911,1911,1911,1911,1911,1911,1911,1911,1911,1911
"pan_gene_91221",NA,NA,552,1632,NA,NA,1632,NA,NA,1632,NA,NA,NA,NA,NA,NA,NA,NA,NA,1632,NA,1632,NA,1632,NA,NA,1632
"pan_gene_9123",2898,2898,NA,2898,2892,2892,2898,2898,2898,2889,2892,2892,2898,2892,2892,2892,2892,2892,2892,2892,2892,2898,2892,2892,2898,2898,2892
"pan_gene_9124",864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864,864
"pan_gene_9125",1602,1599,1605,1605,1605,1341,1602,1602,1605,1602,1602,1605,1605,1602,1602,1602,1605,1605,1599,1605,1605,1599,1602,1605,1602,1605,1602
"pan_gene_9126",1194,1227,1194,1194,1194,1227,1194,1227,777,1194,1194,1194,1194,1194,1194,1194,1194,1227,1227,1194,1194,1227,1194,786,1194,1194,1194
"pan_gene_9127",4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290,4290
"pan_gene_9128",1629,1629,1629,1629,1629,1620,1224,1629,1629,1629,1629,1620,1629,1629,1629,1224,1629,1629,1629,1629,1344,1629,1629,1629,1629,1629,1629
"pan_gene_91281",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,NA,NA,NA,375,NA,NA,NA,375,375,NA,NA,375,NA,375
"pan_gene_91284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,NA,159,NA,NA,159
"pan_gene_9129",669,681,945,678,945,675,675,675,669,675,675,681,690,675,189,675,945,675,669,675,675,189,945,675,675,NA,675
"pan_gene_913",945,945,945,945,945,945,945,945,945,945,945,945,945,NA,945,945,945,945,945,945,945,945,945,945,945,945,945
"pan_gene_9130",2895,2889,2889,2895,2895,2889,2895,2889,2895,2532,2889,2889,2889,2889,2889,2889,2880,2880,2886,2889,2895,2889,2880,2895,2889,2895,2889
"pan_gene_91303",711,NA,NA,NA,NA,1005,NA,NA,951,NA,NA,NA,NA,NA,NA,1035,NA,516,NA,NA,NA,NA,NA,516,NA,NA,831
"pan_gene_9131",1116,1137,1158,1164,1164,1155,1161,1170,1164,1164,1170,1170,1158,1170,1137,1170,1134,1155,1158,1167,1158,1137,1155,1095,1155,1155,1158
"pan_gene_91318",NA,540,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,291,NA,NA,NA,NA,303
"pan_gene_9132",1209,1077,1221,1242,1221,1221,1221,1221,1221,1221,1212,1215,1221,1221,1209,1212,1215,1221,1221,1221,1209,1221,1221,1215,1221,1209,1221
"pan_gene_9133",822,795,795,822,795,825,801,801,819,792,834,663,825,813,801,834,801,795,825,819,801,807,819,819,801,825,810
"pan_gene_9134",NA,1647,1638,1644,1629,1638,1638,1647,1638,1638,1647,1638,1635,1641,1644,1647,1650,1638,1647,1635,1647,1638,1650,NA,1650,1641,1641
"pan_gene_91347",NA,NA,678,NA,678,678,NA,NA,NA,NA,678,NA,NA,669,NA,678,NA,NA,NA,NA,678,NA,NA,678,678,678,678
"pan_gene_91348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"pan_gene_9135",837,840,NA,837,840,NA,840,837,840,561,840,840,834,NA,837,840,840,843,840,840,837,840,840,840,837,840,840
"pan_gene_9136",1458,1458,1461,1488,1458,1458,1458,1425,1443,1488,1488,1458,1461,1299,1488,1461,1458,NA,NA,1458,1488,1461,1635,1128,1461,1425,1458
"pan_gene_91369",NA,NA,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249,249,NA,NA,NA,NA,249
"pan_gene_9137",1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254,1254
"pan_gene_914",291,378,NA,NA,NA,NA,486,NA,450,450,399,291,477,NA,NA,486,NA,462,NA,462,549,486,NA,NA,378,NA,456
"pan_gene_9140",1077,1119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,960,NA,NA,NA,1119,NA,NA,NA,1026,NA,1077
"pan_gene_9143",606,NA,NA,606,606,606,NA,NA,606,NA,NA,NA,606,NA,606,NA,NA,NA,606,606,NA,NA,NA,NA,NA,606,606
"pan_gene_9144",NA,1518,1518,1515,1518,1515,1305,1515,1401,1476,1305,NA,1515,1305,1248,1518,1518,1515,1518,1518,1512,1305,1518,1515,1515,1305,1515
"pan_gene_91442",NA,NA,NA,336,NA,336,NA,NA,NA,NA,NA,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,NA,NA,NA,NA,336
"pan_gene_9146",2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391,2391
"pan_gene_9147",1626,1626,1626,1626,1626,1626,1626,1626,1626,1725,1626,1626,1626,1626,1626,1626,1725,1626,1626,1626,1626,1626,1626,1626,1626,1626,1626
"pan_gene_9148",876,876,876,876,876,876,876,876,300,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876,876
"pan_gene_91489",NA,NA,339,309,309,NA,NA,NA,309,309,309,NA,NA,NA,NA,NA,309,NA,NA,NA,309,309,NA,429,NA,NA,309
"pan_gene_915",1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776
"pan_gene_9151",753,753,753,753,753,753,948,753,753,498,753,753,753,948,753,753,753,753,753,753,753,753,753,753,753,753,753
"pan_gene_91513",NA,NA,NA,270,NA,NA,NA,NA,NA,NA,417,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,450,NA,NA,NA,NA,433.5
"pan_gene_91519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,NA,NA,NA,NA,303
"pan_gene_9152",8097,8076,8076,8097,8076,8097,8076,8076,8076,8076,8076,8076,8076,8076,8076,8076,8076,8076,8076,8076,8076,8076,8076,8076,8076,8076,8076
"pan_gene_91521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345,NA,NA,NA,NA,345
"pan_gene_9153",525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525,525
"pan_gene_9154",498,498,501,486,NA,NA,501,NA,NA,498,498,NA,NA,486,NA,NA,501,NA,498,498,501,NA,NA,NA,NA,498,498
"pan_gene_91542",NA,NA,462,NA,NA,NA,NA,NA,NA,NA,462,NA,462,NA,NA,NA,NA,NA,NA,NA,NA,462,NA,NA,NA,NA,462
"pan_gene_9155",2994,2994,2994,2478,3000,NA,3000,2994,3000,2982,2994,3000,2997,3000,2982,1932,3000,2997,2997,2994,3000,3000,2988,2994,2982,2979,2994
"pan_gene_9156",1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173,564,1173,1173
"pan_gene_9157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555,NA,NA,NA,NA,546,NA,NA,NA,NA,555,NA,NA,NA,NA,555
"pan_gene_9158",1131,1128,1137,1137,1131,1137,1137,1392,1131,1131,1131,1131,1137,1122,1131,1131,1128,1131,1131,1131,1131,1128,1131,1131,1131,1131,1131
"pan_gene_9159",1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1053,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1053,1050,1050
"pan_gene_916",3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534,3534
"pan_gene_9160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1458,NA,NA,1458
"pan_gene_9161",408,408,NA,324,408,408,411,NA,408,NA,324,408,324,324,324,324,408,408,324,408,324,408,408,324,324,324,408
"pan_gene_9162",612,618,618,615,612,615,618,612,618,612,615,618,615,612,615,618,606,618,618,618,615,606,618,618,612,618,615
"pan_gene_9163",1911,1914,1911,1917,1917,1911,1911,1905,1893,1911,1899,1914,1899,1893,1911,1899,1905,1917,1917,1902,1908,1911,1920,1920,1908,1893,1911
"pan_gene_91659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,NA,NA,NA,NA,420
"pan_gene_9167",3483,3483,3483,3483,3483,3483,3483,3483,3483,3228,3483,3483,3483,3948,3483,3948,3483,3483,3483,3483,3483,3483,3483,3483,3483,3483,3483
"pan_gene_9168",1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1341,1344
"pan_gene_91686",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,447,447,NA,447,NA,NA,447
"pan_gene_9169",NA,480,477,477,477,480,477,480,477,321,477,480,480,477,480,NA,477,477,477,477,468,NA,477,480,477,480,477
"pan_gene_91692",NA,NA,NA,NA,NA,NA,NA,396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339,NA,NA,NA,NA,367.5
"pan_gene_917",408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,408,384,672,408,408,408,408,NA,408
"pan_gene_91701",NA,276,252,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,NA,NA,NA,252,NA,NA,NA,NA,276
"pan_gene_91702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1335,NA,NA,NA,NA,1335
"pan_gene_9171",1887,1920,1887,1914,1887,1920,1920,1920,1920,1920,1920,1887,1920,1887,1920,1887,1920,1926,1887,1920,1920,1887,1920,1920,1920,1920,1920
"pan_gene_91719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,NA,NA,NA,NA,552
"pan_gene_9172",1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512,1512
"pan_gene_9173",3591,3654,3582,3654,3651,3582,3582,3582,3582,3582,3582,3582,3582,3654,3654,3654,3654,3654,3654,3582,3654,3654,3654,3582,3654,3582,3621
"pan_gene_9174",1068,NA,1044,1071,1077,1422,1074,1062,1071,1068,1068,1080,1071,1068,1065,1068,1068,NA,1059,1068,1074,1077,NA,NA,1071,1080,1069.5
"pan_gene_9175",2337,2337,2331,2331,2331,2337,2328,2328,2337,2337,2337,2337,2331,2337,2337,2328,2328,2328,2328,2337,2331,2337,2328,2337,2328,2337,2334
"pan_gene_91757",NA,NA,NA,NA,NA,327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327,NA,327,NA,NA,NA,NA,327
"pan_gene_9176",1809,2013,1722,1719,1719,1809,1728,1728,1725,1725,1809,1713,1719,NA,1800,1713,1728,1728,1800,1725,1731,1716,1713,1800,1728,NA,1728
"pan_gene_9177",1269,1038,1266,1404,1272,1494,1272,1275,1269,1269,NA,1257,1404,1260,1269,1191,1308,1272,1269,1269,1272,1272,1266,1272,1047,1272,1269
"pan_gene_9178",NA,1473,1467,1467,1467,1470,1470,1467,1470,1467,1470,1470,1467,1467,1467,1467,1464,1464,1467,1470,1467,1473,1470,1473,1470,1467,1467
"pan_gene_9179",4626,4623,4626,4626,4539,4626,4623,4626,4623,4623,4539,4623,4626,4542,4626,4623,4623,4539,4626,4623,4623,4626,4539,4626,4623,4623,4623
"pan_gene_91799",1554,1554,1554,1554,1554,1554,1554,NA,1554,1530,1554,1554,1554,NA,1554,1554,1554,NA,1554,NA,NA,1554,1554,309,1554,1554,1554
"pan_gene_918",498,531,498,531,498,498,498,498,498,276,498,498,498,498,498,531,531,495,531,498,498,498,498,498,498,498,498
"pan_gene_9180",993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993,993
"pan_gene_91803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366,NA,NA,366
"pan_gene_9181",6372,6372,6303,6372,6372,6372,6372,6378,6372,6372,6372,6372,6372,6372,6378,6372,6372,6372,6384,6372,6372,6378,NA,6378,6372,6372,6372
"pan_gene_9182",975,975,975,975,975,975,975,975,975,657,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975,975
"pan_gene_91824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,NA,NA,336
"pan_gene_9183",1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,1032,NA,1032,1032,1032,1032,1032,1032,NA,1032,1032,1032,1032,1032,1032
"pan_gene_9184",1371,1371,1362,1362,1371,1362,1371,1362,1371,1371,1362,1371,1362,1341,1362,1362,1362,1365,1338,1338,1338,1368,1368,1368,1362,1368,1362
"pan_gene_9185",585,NA,576,582,582,576,NA,576,579,NA,576,576,582,576,576,NA,576,NA,582,597,576,570,582,588,570,NA,576
"pan_gene_9186",1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488,1488
"pan_gene_9187",2940,2940,2940,2937,2937,2937,2940,2940,2940,2940,2940,2940,2937,2940,2871,2937,2940,2859,2940,2940,2940,2940,2859,2940,2937,2940,2940
"pan_gene_9188",1101,1107,1098,1104,1104,1092,1101,1104,1101,699,1104,1101,1104,1101,1104,1101,NA,1098,NA,NA,1092,NA,1107,1098,1107,1101,1101
"pan_gene_91883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309,NA,NA,309
"pan_gene_9189",435,396,396,396,396,399,396,396,396,396,396,396,396,396,396,396,399,396,396,396,402,399,432,402,396,396,396
"pan_gene_919",666,666,666,672,666,666,666,666,666,672,666,666,666,666,666,666,666,666,666,666,666,666,666,666,666,666,666
"pan_gene_9190",534,531,534,534,534,534,534,534,531,534,534,534,534,534,534,531,531,534,534,534,534,531,534,534,534,534,534
"pan_gene_91902",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,300,NA,NA,300
"pan_gene_9191",201,648,300,NA,255,753,NA,204,NA,NA,NA,540,363,282,NA,NA,NA,204,633,NA,NA,363,NA,204,648,NA,331.5
"pan_gene_91917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228,NA,NA,228
"pan_gene_9192",318,NA,NA,NA,315,NA,NA,318,NA,NA,NA,NA,NA,NA,318,NA,NA,318,NA,NA,NA,NA,NA,NA,NA,NA,318
"pan_gene_9193",1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233,1233
"pan_gene_9194",663,663,663,663,663,663,654,663,657,663,657,663,663,657,660,660,654,657,663,657,660,663,663,660,660,663,663
"pan_gene_9195",1494,1494,1506,1506,1494,1494,1494,NA,1494,1506,1494,1506,NA,NA,1506,1494,1494,1494,1494,1494,1494,1506,1494,1494,1494,1494,1494
"pan_gene_91952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390,NA,NA,390
"pan_gene_9196",885,885,879,885,885,891,885,885,891,576,885,885,885,885,885,879,891,891,879,885,885,885,885,885,885,885,885
"pan_gene_91963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276,NA,NA,276
"pan_gene_9198",1185,1185,1185,1185,1185,1185,1185,1185,1185,555,1185,NA,1185,1185,1185,555,1185,768,1185,1185,1182,1185,1185,1185,1185,1185,1185
"pan_gene_9199",4281,4281,4281,4281,4281,4281,4281,4281,4281,NA,4281,4281,4281,4281,4281,4281,4281,NA,NA,4281,4281,4281,4281,4281,NA,4281,4281
